Year,Name,POS,Height,Weight,Forty_Yard,Bench_Press,Vert_Leap,Broad_Jump,Shuttle,position_group
1994,Rob Fredrickson,OLB,75.5,242,4.69,,35.0,118.0,3.93,LB_FB_TE_QB
1994,Horace Morris,DE,74.1,230,4.69,26.0,33.5,117.0,4.4,lineman
1994,Craig Thomas,RB,70.6,198,4.7,14.0,35.5,108.0,4.54,WR_RB_DB
1994,Bracey Walker,SS,71.0,190,4.71,,34.0,116.0,,WR_RB_DB
1994,Dexter Seigler,CB,69.1,182,4.72,,,109.0,4.36,WR_RB_DB
1994,Ray Jacobs,DE,74.1,244,4.72,23.0,31.5,117.0,4.69,lineman
1994,Willie Mcginest,DE,76.5,255,4.72,22.0,34.5,126.0,4.19,lineman
1994,Roderick Lewis,TE,76.8,254,4.72,,33.5,119.0,4.56,LB_FB_TE_QB
1994,Lake Dawson,WR,72.3,203,4.73,,34.0,118.0,4.12,WR_RB_DB
1994,William Floyd,FB,73.0,242,4.73,22.0,30.5,119.0,,LB_FB_TE_QB
1994,Ernest Jones,DE,74.1,239,4.73,23.0,29.5,110.0,4.35,lineman
1994,Jay Bellamy,CB,70.4,186,4.74,12.0,31.0,117.0,4.22,WR_RB_DB
1994,Kevin Gaines,CB,72.1,187,4.74,9.0,33.5,125.0,4.23,WR_RB_DB
1994,Dwayne Joseph,CB,69.4,188,4.74,15.0,34.5,120.0,4.35,WR_RB_DB
1994,Aubrey Thompson,TE,73.0,224,4.74,15.0,27.5,114.0,4.58,LB_FB_TE_QB
1994,Alfie Burch,SS,72.1,196,4.75,15.0,32.5,117.0,4.71,WR_RB_DB
1994,Corey Holliday,WR,74.0,208,4.75,,27.5,112.0,4.34,WR_RB_DB
1994,Aaron Bailey,WR,70.0,179,4.76,,30.5,114.0,4.25,WR_RB_DB
1994,Steve Shine,OLB,76.6,233,4.76,18.0,34.0,120.0,4.12,LB_FB_TE_QB
1994,Darnell Campbell,FB,73.9,238,4.77,,28.5,106.0,,LB_FB_TE_QB
1994,Terry Smith,WR,72.6,195,4.78,,33.0,117.0,4.25,WR_RB_DB
1994,Donald Douglas,FS,73.6,201,4.78,9.0,30.5,118.0,4.15,WR_RB_DB
1994,Bernardo Harris,OLB,74.1,238,4.78,18.0,32.5,113.0,4.38,LB_FB_TE_QB
1994,Chris Penn,WR,72.1,196,4.79,,35.5,118.0,4.06,WR_RB_DB
1994,Johnny Dixon,SS,71.4,204,4.79,,32.0,112.0,4.43,WR_RB_DB
1994,Patrick Scott,OLB,76.0,232,4.79,21.0,36.5,118.0,4.66,LB_FB_TE_QB
1994,Bernard Carter,ILB,74.3,239,4.79,22.0,33.5,118.0,4.13,LB_FB_TE_QB
1994,Craig Faulkner,WR,70.6,182,4.8,,30.5,109.0,4.16,WR_RB_DB
1994,Phil Brown,RB,70.3,210,4.8,13.0,34.0,113.0,4.56,WR_RB_DB
1994,Jamal Anderson,FB,70.5,246,4.8,24.0,30.5,109.0,,LB_FB_TE_QB
1994,Jay Fiedler,QB,73.4,215,4.81,,33.5,116.0,4.46,LB_FB_TE_QB
1994,Mitch Davis,ILB,73.3,238,4.81,15.0,27.0,103.0,4.44,LB_FB_TE_QB
1994,Marty Moore,ILB,72.6,243,4.81,19.0,29.5,107.0,4.48,LB_FB_TE_QB
1994,Dwayne Chandler,TE,74.4,244,4.81,22.0,28.5,119.0,,LB_FB_TE_QB
1994,Charles Beauchamp,OLB,73.4,225,4.82,20.0,37.5,125.0,,LB_FB_TE_QB
1994,Brian O'Neal,FB,72.0,233,4.83,17.0,32.0,115.0,4.12,LB_FB_TE_QB
1994,Derrick Clark,FB,73.5,235,4.83,13.0,33.5,116.0,4.62,LB_FB_TE_QB
1994,Perry Klein,QB,74.4,214,4.84,,32.5,115.0,4.2,LB_FB_TE_QB
1994,Willie English,FB,71.3,231,4.84,17.0,27.5,108.0,4.54,LB_FB_TE_QB
1994,Eric Ravotti,ILB,73.9,246,4.85,30.0,30.0,110.0,4.5,LB_FB_TE_QB
1994,Jermaine Younger,ILB,71.4,262,4.85,26.0,27.0,102.0,4.56,LB_FB_TE_QB
1994,Ernest Dixon,OLB,73.1,257,4.86,20.0,29.0,99.0,4.53,LB_FB_TE_QB
1994,Doug Nussmeier,QB,74.9,211,4.88,,33.0,113.0,4.13,LB_FB_TE_QB
1994,Keith Burns,ILB,73.3,233,4.88,13.0,30.0,113.0,4.65,LB_FB_TE_QB
1994,Kurt Haws,TE,76.5,248,4.88,16.0,31.5,113.0,4.37,LB_FB_TE_QB
1994,Marlo Perry,OLB,75.0,254,4.88,19.0,30.0,112.0,4.35,LB_FB_TE_QB
1994,Henry Ford,DE,74.9,284,4.88,,34.5,116.0,4.5,lineman
1994,Darren Krein,DE,75.1,264,4.88,22.0,31.5,107.0,4.44,lineman
1994,Darrick Wiley,OLB,75.9,238,4.89,10.0,28.5,108.0,4.78,LB_FB_TE_QB
1994,Lonnie Johnson,TE,74.9,239,4.89,21.0,35.0,114.0,4.41,LB_FB_TE_QB
1994,Jason Gildon,OLB,75.3,235,4.9,18.0,36.0,116.0,4.4,LB_FB_TE_QB
1994,Jim Flanigan,DT,74.0,281,4.9,28.0,30.5,109.0,4.25,lineman
1994,Aaron Laing,TE,74.4,262,4.91,20.0,30.5,112.0,4.55,LB_FB_TE_QB
1994,Dion Foxx,OLB,74.8,249,4.92,20.0,32.0,114.0,4.6,LB_FB_TE_QB
1994,Ken Alexander,OLB,74.6,254,4.94,24.0,31.5,111.0,4.53,LB_FB_TE_QB
1994,Jason Simmons,DE,76.6,245,4.94,15.0,30.0,112.0,4.34,lineman
1994,Ross Hales,TE,77.8,257,4.95,8.0,28.5,117.0,4.5,LB_FB_TE_QB
1994,Shane Bonham,DT,74.6,276,4.95,23.0,29.5,108.0,4.21,lineman
1994,Eric Mahlum,C,76.4,285,4.95,24.0,30.0,110.0,4.38,lineman
1994,Larry Blue,OLB,73.0,237,4.96,,31.0,106.0,4.38,LB_FB_TE_QB
1994,Pete Bercich,ILB,73.4,240,4.96,19.0,29.0,108.0,4.04,LB_FB_TE_QB
1994,Rickey Brady,TE,76.0,246,4.96,21.0,34.0,115.0,4.39,LB_FB_TE_QB
1994,Harold Bishop,TE,76.5,255,4.96,18.0,33.0,113.0,4.59,LB_FB_TE_QB
1994,Bryant Young,DT,74.8,276,4.96,25.0,28.0,109.0,4.4,lineman
1994,Brad Ottis,DE,75.8,271,4.96,18.0,29.0,118.0,4.25,lineman
1994,Chad Bratzke,DE,76.3,260,4.96,23.0,31.0,118.0,4.5,lineman
1994,Bradford Banta,TE,77.6,253,4.97,14.0,30.0,107.0,4.53,LB_FB_TE_QB
1994,Gabe Wilkins,DE,76.5,292,4.97,17.0,32.0,113.0,4.69,lineman
1994,Malik Jackson,SS,71.8,238,4.98,18.0,28.0,110.0,4.37,WR_RB_DB
1994,Taase Faumui,DE,75.5,271,4.98,,31.5,112.0,4.37,lineman
1994,Mike Wells,DT,73.4,281,4.99,26.0,30.5,99.0,4.4,lineman
1994,Tyler Lawrence,OLB,74.0,252,5.0,16.0,27.5,106.0,4.47,LB_FB_TE_QB
1994,Clint Dolezel,QB,76.4,189,5.01,,26.5,112.0,4.38,LB_FB_TE_QB
1994,Jeff Cothran,FB,72.6,249,5.01,22.0,29.0,113.0,4.29,LB_FB_TE_QB
1994,Jewel Walker,QB,75.1,235,5.02,,30.0,106.0,4.66,LB_FB_TE_QB
1994,Jimmy Klingler,QB,74.5,218,5.03,,29.5,111.0,4.45,LB_FB_TE_QB
1994,Aaron Mundy,TE,77.3,252,5.03,9.0,30.5,115.0,4.63,LB_FB_TE_QB
1994,Jeremy Nunley,DE,76.8,265,5.03,,31.0,114.0,4.42,lineman
1994,Gus Frerotte,QB,75.0,221,5.04,,26.0,102.0,4.79,LB_FB_TE_QB
1994,Juan Long,ILB,74.3,243,5.04,15.0,28.0,112.0,4.81,LB_FB_TE_QB
1994,Richard Cruz,OLB,74.8,245,5.04,14.0,27.0,103.0,4.5,LB_FB_TE_QB
1994,Shante Carver,OLB,76.9,239,5.05,,30.0,112.0,4.59,LB_FB_TE_QB
1994,Herman Carroll,DE,75.9,267,5.05,15.0,30.0,112.0,4.51,lineman
1994,Kevin Patrick,DE,74.8,253,5.05,,28.5,105.0,4.34,lineman
1994,Toddrick Mcintosh,DE,74.6,277,5.06,17.0,30.5,108.0,4.7,lineman
1994,Brice Abrams,FB,72.3,258,5.07,20.0,26.0,98.0,,LB_FB_TE_QB
1994,Jim Ballard,QB,74.9,223,5.08,,26.5,108.0,4.25,LB_FB_TE_QB
1994,Romeo Bandison,DT,75.5,289,5.08,17.0,28.5,105.0,4.38,lineman
1994,David Wafle,DT,76.6,278,5.08,,30.0,105.0,4.56,lineman
1994,Ryan Mccoy,ILB,74.3,237,5.09,18.0,30.5,106.0,4.58,LB_FB_TE_QB
1994,Carlos Fowler,DT,74.0,271,5.09,,27.0,105.0,4.43,lineman
1994,Austin Robbins,DE,77.6,292,5.09,29.0,27.0,109.0,4.78,lineman
1994,Willie Stubbins,TE,77.0,289,5.09,20.0,28.5,109.0,5.12,LB_FB_TE_QB
1994,Paul Burmeister,QB,74.4,215,5.1,,29.5,108.0,4.36,LB_FB_TE_QB
1994,Eric Gant,FB,72.0,254,5.1,,24.0,105.0,,LB_FB_TE_QB
1994,Andrew Jordan,TE,76.0,262,5.1,22.0,28.0,106.0,4.69,LB_FB_TE_QB
1994,Jason Mathews,OT,77.9,274,5.1,22.0,26.0,102.0,4.47,lineman
1994,Kenny Lopez,DT,74.0,275,5.11,22.0,24.0,100.0,4.64,lineman
1994,Joe Johnson,DE,75.6,285,5.11,23.0,33.5,122.0,4.34,lineman
1994,Tyoka Jackson,DT,74.1,263,5.11,,29.5,108.0,4.57,lineman
1994,Jake Kelchner,QB,73.0,218,5.12,,27.0,99.0,4.47,LB_FB_TE_QB
1994,William Gaines,DE,76.0,300,5.12,15.0,29.0,,4.87,lineman
1994,Anthony Abrams,DE,75.8,298,5.12,26.0,24.5,105.0,4.87,lineman
1994,Jim Miller,QB,74.3,227,5.13,,24.5,100.0,4.39,LB_FB_TE_QB
1994,Shannon Mitchell,TE,73.6,247,5.13,,28.0,101.0,4.43,LB_FB_TE_QB
1994,Marvin Graves,QB,72.8,201,5.14,,27.5,105.0,4.54,LB_FB_TE_QB
1994,Ervin Collier,DT,74.8,287,5.14,21.0,26.0,98.0,4.65,lineman
1994,Tom Nalen,C,74.9,280,5.14,20.0,28.0,102.0,4.59,lineman
1994,Fernando Smith,DE,77.4,283,5.14,23.0,27.5,108.0,4.6,lineman
1994,Lou Benfatti,DT,75.5,277,5.15,20.0,28.5,103.0,4.5,lineman
1994,Hurvin Mccormack,DT,76.6,271,5.15,23.0,25.5,105.0,,lineman
1994,Matthew Campbell,OT,76.5,257,5.15,16.0,30.5,104.0,4.69,lineman
1994,Dwayne Carswell,TE,75.9,264,5.16,17.0,26.5,102.0,4.5,LB_FB_TE_QB
1994,D'Marco Farr,DT,73.0,271,5.16,,26.0,102.0,4.28,lineman
1994,Walter Rasby,TE,75.1,242,5.17,16.0,32.5,118.0,4.62,LB_FB_TE_QB
1994,John Burke,TE,74.9,258,5.17,23.0,26.5,105.0,4.59,LB_FB_TE_QB
1994,Joe Burch,C,74.0,286,5.17,21.0,27.5,104.0,4.66,lineman
1994,Rudy Barber,OG,74.6,286,5.17,,28.0,106.0,4.77,lineman
1994,Tracy Greene,TE,76.6,275,5.18,13.0,22.5,105.0,4.87,LB_FB_TE_QB
1994,Chris Maumalanga,DT,74.3,288,5.2,21.0,31.0,106.0,4.42,lineman
1994,Tom Gallagher,OT,77.1,308,5.2,30.0,,,,lineman
1994,Larry Allen,OG,74.8,325,5.21,,25.5,103.0,5.11,lineman
1994,Brentson Buckner,DT,74.0,300,5.21,26.0,27.0,108.0,4.88,lineman
1994,Leonard Ray,DT,75.5,288,5.21,25.0,28.0,103.0,4.62,lineman
1994,Tre Johnson,OT,74.9,315,5.23,,25.0,105.0,4.51,lineman
1994,Ethan Albright,OG,77.0,274,5.23,18.0,26.0,106.0,4.78,lineman
1994,Quentin Neujahr,C,74.8,285,5.24,21.0,25.0,102.0,4.47,lineman
1994,Matt Steeple,DT,74.6,306,5.25,26.0,25.5,95.0,5.34,lineman
1994,Josh Dunning,OG,74.6,302,5.26,37.0,29.5,106.0,4.87,lineman
1994,James Gregory,DT,75.0,302,5.26,,,,,lineman
1994,Lamar Mills,DT,76.1,284,5.26,15.0,26.5,100.0,4.75,lineman
1994,Marcus Spears,OT,76.3,302,5.27,,25.0,110.0,4.68,lineman
1994,Lance Teichelman,DE,76.1,281,5.27,25.0,26.5,102.0,4.45,lineman
1994,Isaac Davis,OG,74.4,325,5.28,23.0,26.0,104.0,4.66,lineman
1994,Craig Novitsky,OG,77.4,299,5.28,20.0,27.5,103.0,4.72,lineman
1994,Jed Devries,OT,77.5,292,5.28,30.0,29.0,107.0,4.89,lineman
1994,Glen Cavanaugh,C,76.9,291,5.29,25.0,27.5,104.0,4.79,lineman
1994,Rob Waldrop,DT,75.3,326,5.32,29.0,26.0,94.0,4.84,lineman
1994,Bruce Walker,DE,75.3,326,5.32,29.0,26.0,94.0,4.84,lineman
1994,Michael Batiste,OG,75.0,301,5.32,23.0,29.0,107.0,4.69,lineman
1994,Rich Braham,OG,75.6,290,5.33,21.0,26.0,104.0,4.78,lineman
1994,Pete Pierson,OT,77.3,286,5.33,19.0,26.5,101.0,4.64,lineman
1994,Vaughn Parker,OG,74.5,305,5.34,26.0,26.5,101.0,4.88,lineman
1994,Alan Kline,OT,77.9,289,5.34,6.0,26.0,101.0,4.85,lineman
1994,Kevin Mawae,C,75.6,289,5.35,22.0,29.0,108.0,4.57,lineman
1994,Ernie Brown,DT,74.1,283,5.35,16.0,24.0,93.0,4.81,lineman
1994,Cree Morris,QB,79.0,239,5.36,,26.5,99.0,4.73,LB_FB_TE_QB
1994,Anthony Redmon,OG,76.1,308,5.37,22.0,25.5,98.0,4.96,lineman
1994,Corey Louchiey,OT,78.6,311,5.38,,,,,lineman
1994,Bernard Williams,OT,80.3,317,5.38,17.0,26.0,103.0,4.68,lineman
1994,Rod Smith,OG,75.5,309,5.4,,25.5,96.0,5.05,lineman
1994,Jason Jones,OG,75.8,282,5.41,21.0,25.0,101.0,4.87,lineman
1994,Jerry Reynolds,OT,77.4,324,5.44,23.0,27.0,100.0,5.06,lineman
1994,Jim Pyne,C,74.1,277,5.44,29.0,29.0,104.0,4.63,lineman
1994,Chris Dausin,C,77.3,279,5.46,13.0,27.0,96.0,4.57,lineman
1994,Stacy Seegars,OG,75.4,324,5.49,20.0,28.5,98.0,4.9,lineman
1994,Mike Empey,OG,77.6,308,5.52,29.0,25.5,102.0,5.03,lineman
1994,Ronald Edwards,OT,77.0,311,5.53,17.0,25.0,102.0,4.98,lineman
1994,Dexter Wesley,OT,75.1,300,5.55,18.0,25.5,91.0,4.93,lineman
1994,Mark Dixon,OG,75.3,289,5.57,23.0,25.5,92.0,4.79,lineman
1994,Trent Pollard,OT,75.6,338,5.6,22.0,23.5,94.0,4.82,lineman
1994,George Hegamin,OT,78.3,359,5.64,14.0,25.0,93.0,5.2,lineman
1994,Jason Winrow,OG,76.4,321,5.68,21.0,25.0,100.0,5.19,lineman
1994,Todd Norman,OG,76.9,307,5.71,19.0,26.0,98.0,4.81,lineman
1994,Joel Crisman,OG,75.9,295,5.73,16.0,23.0,96.0,5.04,lineman
1994,David Palmer,WR,67.9,167,,,,,,WR_RB_DB
1994,Corey Sawyer,CB,69.8,170,,,,,,WR_RB_DB
1994,Antonio Langham,CB,71.0,180,,,,,,WR_RB_DB
1994,Bryan Rowley,WR,69.8,181,,,,,,WR_RB_DB
1994,Charlie Garner,RB,69.1,182,,,,,,WR_RB_DB
1994,Aaron Glenn,CB,68.5,184,,9.0,,,,WR_RB_DB
1994,Van Malone,FS,71.1,186,,,,,,WR_RB_DB
1994,Vaughn Bryant,CB,69.1,187,,,,,,WR_RB_DB
1994,Charles Johnson,WR,72.3,188,,,,,,WR_RB_DB
1994,Johnnie Morton,WR,71.9,189,,,,,,WR_RB_DB
1994,Lloyd Hill,WR,72.8,190,,,,,,WR_RB_DB
1994,Matt Frier,WR,70.5,194,,,,,,WR_RB_DB
1994,Marvin Goodwin,SS,72.5,199,,,,,,WR_RB_DB
1994,Jim Ray,WR,74.1,202,,,,,,WR_RB_DB
1994,Myron Bell,SS,71.0,203,,15.0,,,,WR_RB_DB
1994,Kelvin Knight,FS,72.6,204,,12.0,,,,WR_RB_DB
1994,Marshall Faulk,RB,70.1,206,,,,,,WR_RB_DB
1994,Leshon Johnson,RB,70.9,206,,,,,,WR_RB_DB
1994,Cory Fleming,WR,73.1,207,,,,,,WR_RB_DB
1994,Shelby Hill,WR,71.4,207,,,,,,WR_RB_DB
1994,Jeff Brohm,QB,72.8,208,,,34.5,113.0,4.23,LB_FB_TE_QB
1994,Steve Matthews,QB,74.9,208,,,,,,LB_FB_TE_QB
1994,Errict Rhett,RB,70.8,211,,28.0,32.5,113.0,,WR_RB_DB
1994,Glenn Foley,QB,72.8,212,,,,,,LB_FB_TE_QB
1994,Troy Dickey,WR,74.3,217,,,,,,WR_RB_DB
1994,Robert Cobb,QB,74.5,217,,,26.0,104.0,4.76,LB_FB_TE_QB
1994,Mark Montgomery,RB,71.9,220,,24.0,,,,WR_RB_DB
1994,Heath Shuler,QB,74.0,221,,,,,,LB_FB_TE_QB
1994,Jamir Miller,OLB,76.0,226,,,,,,LB_FB_TE_QB
1994,Trent Dilfer,QB,75.3,228,,,,,,LB_FB_TE_QB
1994,Lemanski Hall,OLB,72.1,229,,,,,,LB_FB_TE_QB
1994,Aubrey Beavers,OLB,74.6,233,,,,,,LB_FB_TE_QB
1994,Bam Morris,RB,72.5,241,,15.0,,,,WR_RB_DB
1994,Brett Carolan,TE,75.3,241,,,,,,LB_FB_TE_QB
1994,Trev Alberts,OLB,76.0,243,,,,,,LB_FB_TE_QB
1994,Dewayne Dotson,ILB,72.6,245,,,,,,LB_FB_TE_QB
1994,Donnell Bennett,FB,71.9,247,,17.0,,,,LB_FB_TE_QB
1994,Sam Rogers,OLB,74.3,249,,16.0,,,,LB_FB_TE_QB
1994,Winfred Tubbs,ILB,75.9,250,,,,,,LB_FB_TE_QB
1994,Carlester Crumpler,TE,77.5,253,,,,,,LB_FB_TE_QB
1994,Ron Woolfork,OLB,74.5,254,,15.0,,,,LB_FB_TE_QB
1994,Kevin Mitchell,ILB,73.5,260,,16.0,,,,LB_FB_TE_QB
1994,Dan Wilkinson,DT,75.6,327,,32.0,,,,lineman
1994,Roosevelt Patterson,OT,75.1,313,,,,,,lineman
1994,Elbert Betts,OG,74.0,301,,,,,,lineman
1994,Aaron Taylor,OG,75.6,303,,,,,,lineman
1994,Sam Adams,DT,74.3,292,,,29.5,103.0,4.57,lineman
1994,Joe Panos,OG,74.9,296,,28.0,,,,lineman
1994,Todd Steussie,OT,77.8,315,,30.0,,,,lineman
1994,Eric England,DE,74.3,283,,19.0,,,,lineman
1994,Jim Reid,OT,77.4,301,,,,,,lineman
1994,Joseph Patton,OG,75.8,288,,,,,,lineman
1994,Wayne Gandy,OT,76.4,289,,,,,,lineman
1994,Jim Hanna,DE,75.5,279,,28.0,,,,lineman
1994,Tony Semple,OT,76.5,286,,24.0,,,,lineman
1994,Tim Ruddy,C,74.6,270,,,,,,lineman
1994,Matt Werner,DE,75.4,264,,24.0,31.0,110.0,4.37,lineman
1995,Joe Aska,RB,70.5,230,4.43,14.0,34.5,120.0,4.31,WR_RB_DB
1995,Cedric Davis,CB,69.5,170,4.44,,32.5,116.0,4.42,WR_RB_DB
1995,Henry Bailey,WR,68.0,176,4.48,,38.5,130.0,4.12,WR_RB_DB
1995,Napoleon Kaufman,RB,68.5,182,4.48,24.0,38.5,,,WR_RB_DB
1995,Darryl Pounds,FS,70.0,175,4.51,10.0,34.0,116.0,4.21,WR_RB_DB
1995,Michael Westbrook,WR,75.4,215,4.51,,,124.0,4.09,WR_RB_DB
1995,Kordell Stewart,QB,73.5,212,4.52,,36.0,125.0,4.13,LB_FB_TE_QB
1995,Tyrone Poole,CB,68.5,185,4.53,18.0,35.0,123.0,3.9,WR_RB_DB
1995,Tyrone Wheatley,RB,72.0,232,4.53,,35.5,122.0,4.27,WR_RB_DB
1995,Chris Sanders,WR,72.3,184,4.54,,38.0,121.0,4.09,WR_RB_DB
1995,Terrance Shaw,CB,71.1,188,4.54,14.0,34.5,122.0,4.06,WR_RB_DB
1995,William Strong,CB,69.8,191,4.54,14.0,32.5,124.0,4.28,WR_RB_DB
1995,Rodney Thomas,RB,70.3,213,4.54,,33.0,116.0,,WR_RB_DB
1995,Mark Fields,ILB,73.9,244,4.54,,38.0,125.0,4.41,LB_FB_TE_QB
1995,Roell Preston,WR,69.6,187,4.55,,31.5,115.0,,WR_RB_DB
1995,Bobby Phillips,RB,68.9,195,4.55,23.0,32.5,123.0,4.0,WR_RB_DB
1995,Orlanda Thomas,FS,73.6,209,4.55,,33.5,123.0,4.25,WR_RB_DB
1995,Hason Graham,WR,69.8,176,4.56,,28.0,111.0,,WR_RB_DB
1995,Corey Fuller,CB,70.4,197,4.56,11.0,,,,WR_RB_DB
1995,Mike Miller,WR,66.6,159,4.57,,32.5,113.0,4.19,WR_RB_DB
1995,Dino Philyaw,RB,70.5,192,4.57,18.0,36.5,115.0,4.25,WR_RB_DB
1995,Ronald Davis,CB,70.0,200,4.57,,38.0,123.0,4.0,WR_RB_DB
1995,Billy Williams,WR,71.0,175,4.58,,,117.0,,WR_RB_DB
1995,Julius Young,RB,70.0,194,4.58,,32.5,115.0,4.09,WR_RB_DB
1995,Carl Kidd,FS,72.6,206,4.58,14.0,33.0,117.0,4.4,WR_RB_DB
1995,Claudius Wright,CB,70.5,183,4.59,10.0,39.0,129.0,4.19,WR_RB_DB
1995,Gerrick Walker,FS,72.1,196,4.59,14.0,33.5,122.0,4.27,WR_RB_DB
1995,Mike Scurlock,CB,70.3,197,4.59,18.0,35.5,117.0,4.15,WR_RB_DB
1995,Johnny Thomas,WR,70.9,173,4.6,,33.0,115.0,,WR_RB_DB
1995,Curtis Johnson,RB,68.6,204,4.6,20.0,31.5,112.0,,WR_RB_DB
1995,Eric Johnson,RB,70.5,200,4.61,,30.5,113.0,4.03,WR_RB_DB
1995,Rodney Young,SS,73.6,209,4.61,19.0,30.5,111.0,,WR_RB_DB
1995,Chris Jones,WR,75.8,210,4.61,,33.0,116.0,4.46,WR_RB_DB
1995,Jamal Willis,RB,74.0,218,4.61,18.0,34.0,122.0,4.31,WR_RB_DB
1995,Torey Hunter,CB,68.6,176,4.62,,33.0,,4.48,WR_RB_DB
1995,Jimmy Hitchcock,CB,70.4,194,4.62,,,,,WR_RB_DB
1995,Roderick Mullen,CB,73.6,199,4.62,15.0,36.0,123.0,4.06,WR_RB_DB
1995,Mike Mamula,DE,76.6,248,4.62,26.0,38.0,125.0,4.03,lineman
1995,Jerry Wilson,CB,70.0,180,4.63,9.0,32.5,117.0,4.06,WR_RB_DB
1995,Ontiwaun Carter,RB,68.6,183,4.63,19.0,32.0,114.0,4.44,WR_RB_DB
1995,Marlon Kerner,FS,70.6,187,4.63,11.0,33.0,114.0,4.16,WR_RB_DB
1995,Jeremy Burkett,TE,72.3,225,4.63,,33.5,112.0,4.21,LB_FB_TE_QB
1995,Chris Shelling,SS,69.6,183,4.64,12.0,,,,WR_RB_DB
1995,Ray Mcelroy,SS,71.8,196,4.64,16.0,33.5,118.0,4.23,WR_RB_DB
1995,Omar Ellison,WR,72.8,203,4.64,,,111.0,,WR_RB_DB
1995,Manley Woods,WR,73.5,171,4.65,,32.5,114.0,4.41,WR_RB_DB
1995,Kelvin Anderson,RB,67.6,198,4.65,12.0,37.0,111.0,4.18,WR_RB_DB
1995,Jamal Ellis,CB,70.6,192,4.66,9.0,32.0,,4.19,WR_RB_DB
1995,Clyde Mccoy,WR,72.0,171,4.67,,34.5,123.0,,WR_RB_DB
1995,Steve Russ,ILB,76.6,237,4.67,18.0,36.5,117.0,4.31,LB_FB_TE_QB
1995,Aubrey Hill,WR,71.3,169,4.68,,31.0,112.0,4.15,WR_RB_DB
1995,Kenny Gales,CB,71.0,173,4.68,19.0,34.0,113.0,3.99,WR_RB_DB
1995,Curtis Marsh,WR,73.4,212,4.68,,32.5,120.0,4.41,WR_RB_DB
1995,Freddie Solomon,WR,69.8,180,4.69,,32.5,120.0,4.29,WR_RB_DB
1995,Casey Mcbeth,RB,69.9,206,4.69,18.0,35.5,117.0,4.41,WR_RB_DB
1995,Ken Grace,WR,68.9,167,4.7,,31.0,114.0,4.15,WR_RB_DB
1995,Ken Irvin,CB,70.1,182,4.7,9.0,36.5,120.0,4.0,WR_RB_DB
1995,Tony Bouie,FS,69.6,187,4.7,15.0,32.5,116.0,4.32,WR_RB_DB
1995,Sam Shade,SS,72.3,194,4.7,15.0,33.0,,,WR_RB_DB
1995,Tony Jones,FS,76.0,199,4.7,13.0,34.0,124.0,4.3,WR_RB_DB
1995,Kevin Mason,QB,75.0,205,4.7,,31.0,113.0,4.09,LB_FB_TE_QB
1995,Ryan Christopherson,FB,70.8,243,4.7,24.0,35.0,119.0,4.09,LB_FB_TE_QB
1995,Melvin Johnson,FS,71.9,195,4.71,13.0,34.5,127.0,4.17,WR_RB_DB
1995,Jerry Garrett,WR,70.4,201,4.71,,30.0,112.0,4.25,WR_RB_DB
1995,Burt Thornton,WR,73.4,202,4.71,,32.5,119.0,4.28,WR_RB_DB
1995,Justin Armour,WR,76.6,221,4.71,,32.5,116.0,4.04,WR_RB_DB
1995,Phil Yeboah-Kodie,OLB,73.9,224,4.71,18.0,33.0,116.0,4.56,LB_FB_TE_QB
1995,Donta Jones,OLB,73.8,226,4.71,20.0,37.0,130.0,4.02,LB_FB_TE_QB
1995,Derrick Brooks,OLB,72.3,229,4.71,,,,,LB_FB_TE_QB
1995,Anthony Shelman,RB,74.9,209,4.72,17.0,35.5,127.0,4.55,WR_RB_DB
1995,J J Rowlett,WR,74.9,211,4.72,,28.5,109.0,4.28,WR_RB_DB
1995,Terrell Davis,RB,71.6,213,4.72,,35.0,120.0,4.41,WR_RB_DB
1995,Byron Chamberlain,TE,73.3,225,4.72,,33.5,110.0,4.18,LB_FB_TE_QB
1995,Jason Kyle,ILB,74.6,243,4.72,23.0,39.0,128.0,4.19,LB_FB_TE_QB
1995,Greg Jefferson,DE,75.4,256,4.72,30.0,36.5,127.0,,lineman
1995,Ron Johnson,FS,72.1,177,4.73,7.0,35.0,123.0,4.34,WR_RB_DB
1995,Kevin Bouie,RB,71.9,225,4.73,17.0,30.0,113.0,4.41,WR_RB_DB
1995,Preston Harrison,OLB,76.9,241,4.73,,34.0,120.0,4.59,LB_FB_TE_QB
1995,Tommy Johnson,CB,70.0,180,4.74,4.0,33.0,116.0,4.2,WR_RB_DB
1995,Craig Newsome,CB,71.5,185,4.74,9.0,32.0,115.0,4.56,WR_RB_DB
1995,Brent Moss,RB,68.5,211,4.74,19.0,29.0,108.0,4.35,WR_RB_DB
1995,Mike Morton,OLB,75.8,231,4.74,16.0,34.5,113.0,4.25,LB_FB_TE_QB
1995,Norman Bradford,RB,73.5,203,4.75,,32.0,118.0,4.31,WR_RB_DB
1995,C J Richardson,SS,70.5,206,4.75,,31.5,115.0,4.43,WR_RB_DB
1995,Robert Baldwin,RB,70.9,222,4.75,17.0,31.5,108.0,4.6,WR_RB_DB
1995,Linc Harden,OLB,74.8,238,4.75,15.0,34.5,119.0,4.4,LB_FB_TE_QB
1995,John Herpin,CB,70.9,192,4.76,8.0,31.0,112.0,4.19,WR_RB_DB
